filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_961_ch_911_strand.fast5	2e09ed35-31de-49b9-89df-05c40a94c199	f92717327e20661b488f6bebe7463e7dfa7490be	911	1737.05025	1.15375	900	True	0.02875	900	1.125	900	637	12.134	-0.0023
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1091_ch_888_strand.fast5	30fbb8e5-ebc3-41a2-8312-1202146b0941	f92717327e20661b488f6bebe7463e7dfa7490be	888	1686.52075	8.45975	6758	True	0.01175	6758	8.448	6758	5318	11.142	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_901_ch_68_strand.fast5	3c52c89e-a579-4edb-b31d-cc0bfcc498ec	f92717327e20661b488f6bebe7463e7dfa7490be	68	1758.53925	1.18175	873	True	0.0905	873	1.09125	873	640	13.169	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_655_ch_2038_strand.fast5	4a706450-1aae-407a-af61-6a7f51ccad94	f92717327e20661b488f6bebe7463e7dfa7490be	2038	1748.97975	3.376	2643	True	0.07125	2643	3.30475	2643	1944	10.6	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1936_ch_1584_strand.fast5	599513b0-8618-4e13-bf27-654e2491c8f6	f92717327e20661b488f6bebe7463e7dfa7490be	1584	1705.944	3.1645	2474	True	0.07125	2474	3.09325	2474	1636	13.117	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1075_ch_1192_strand.fast5	5eb4e6e8-c7c5-402d-93d7-9012a84c8f57	f92717327e20661b488f6bebe7463e7dfa7490be	1192	1752.983	1.494	1143	True	0.065	1143	1.429	1143	898	10.255	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1180_ch_2517_strand.fast5	694e64f9-6a90-4694-93a8-e4b326a4c6a0	f92717327e20661b488f6bebe7463e7dfa7490be	2517	1748.9295	2.381	1888	True	0.02075	1888	2.36025	1888	1364	13.63	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1180_ch_96_strand.fast5	6f78733a-d1e7-4218-a340-952dde17d2ca	f92717327e20661b488f6bebe7463e7dfa7490be	96	1703.783	26.245	20996	False	0.0	20996	26.245	20996	220	4.736	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1200_ch_2375_strand.fast5	8738d06a-e278-4e1d-b8c3-508be8933c7f	f92717327e20661b488f6bebe7463e7dfa7490be	2375	1752.38075	1.487	1160	True	0.03675	1160	1.45025	1160	787	10.297	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_652_ch_1614_strand.fast5	89e99ff9-3e77-4859-9ce2-0790c929bef3	f92717327e20661b488f6bebe7463e7dfa7490be	1614	1683.7935	17.758	14190	True	0.0195	14190	17.7385	14190	10689	11.855	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2549_ch_604_strand.fast5	8a73af6a-773f-4829-86a2-ac1b1182866e	f92717327e20661b488f6bebe7463e7dfa7490be	604	1739.4325	1.31225	967	True	0.1035	967	1.20875	967	739	11.19	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_787_ch_457_strand.fast5	9c1625b7-d7d9-4d1c-ade0-c382adc598a8	f92717327e20661b488f6bebe7463e7dfa7490be	457	1682.89075	18.6055	14841	False	0.054	14841	18.5515	14841	667	4.783	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1183_ch_2578_strand.fast5	a3f16523-8ce3-46eb-9480-0a744a070a3b	f92717327e20661b488f6bebe7463e7dfa7490be	2578	1720.73375	2.3165	1612	True	0.30075	1612	2.01575	1612	1106	13.125	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1006_ch_256_strand.fast5	b2a6a021-b945-41b9-8201-2f75e2d7198b	f92717327e20661b488f6bebe7463e7dfa7490be	256	1748.8915	1.98025	1515	True	0.086	1515	1.89425	1515	1154	13.519	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1224_ch_275_strand.fast5	cb55d7f8-08b0-42c2-9163-0cd35052d508	f92717327e20661b488f6bebe7463e7dfa7490be	275	1693.7865	1.096	876	True	0.0	876	1.096	876	548	8.085	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_18510_ch_1435_strand.fast5	cde5853e-fd4a-4be3-8077-061d9e91ba6b	f92717327e20661b488f6bebe7463e7dfa7490be	1435	1714.5425	4.24625	3397	True	0.0	3397	4.24625	3397	2410	10.279	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1639_ch_2411_strand.fast5	e413bc49-5ed3-467b-8407-5e19172a2f9c	f92717327e20661b488f6bebe7463e7dfa7490be	2411	1693.68275	31.324	24982	True	0.0965	24982	31.2275	24982	16772	12.879	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_35630_ch_1615_strand.fast5	f5c8c3bd-1157-439b-a4b2-71dcf3a8dc27	f92717327e20661b488f6bebe7463e7dfa7490be	1615	1721.5915	29.98075	23984	True	0.0	23984	29.98075	23984	17360	12.856	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_6142_ch_2941_strand.fast5	0f4e9b0f-d486-4e09-83d1-9603913bd9ee	f92717327e20661b488f6bebe7463e7dfa7490be	2941	1682.95475	27.34175	21827	False	0.0575	21827	27.28425	21827	754	3.985	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1317_ch_1663_strand.fast5	0fe37ee3-0ac5-47bb-a824-052429148727	f92717327e20661b488f6bebe7463e7dfa7490be	1663	1705.8535	4.37325	3459	True	0.0495	3459	4.32375	3459	2649	12.996	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_838_ch_919_strand.fast5	124557e4-1015-46ef-b048-5040bc4661f4	f92717327e20661b488f6bebe7463e7dfa7490be	919	1692.459	2.30725	1755	True	0.11275	1755	2.1945	1755	1319	11.637	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_854_ch_919_strand.fast5	260831da-4461-4160-83af-c96c93c6e8d5	f92717327e20661b488f6bebe7463e7dfa7490be	919	1711.313	25.6725	20437	True	0.12625	20437	25.54625	20437	15448	12.444	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1183_ch_684_strand.fast5	389b07cb-7454-4256-b725-8ed0a51a9650	f92717327e20661b488f6bebe7463e7dfa7490be	684	1764.00725	1.26775	1014	True	0.0	1014	1.26775	1014	621	7.068	-0.0016
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_862_ch_533_strand.fast5	3e5eacae-e6ee-4fba-899f-c15c8443dc0f	f92717327e20661b488f6bebe7463e7dfa7490be	533	1702.8585	2.5045	1961	True	0.0525	1961	2.452	1961	1443	10.279	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_954_ch_771_strand.fast5	406de39a-d262-45d3-a391-932ef69ee54a	f92717327e20661b488f6bebe7463e7dfa7490be	771	1704.65375	2.504	2003	True	0.0	2003	2.504	2003	1453	9.886	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_833_ch_859_strand.fast5	48eefdf9-8290-4a7a-91c3-ed54c9812a42	f92717327e20661b488f6bebe7463e7dfa7490be	859	1768.66525	3.5345	2616	True	0.26375	2616	3.27075	2616	2041	12.969	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1367_ch_2395_strand.fast5	49ce194b-f603-4448-b8aa-83a6717578d4	f92717327e20661b488f6bebe7463e7dfa7490be	2395	1711.87975	46.3165	37037	False	0.01975	37037	46.29675	37037	8232	6.563	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_999_ch_550_strand.fast5	4b1a1808-8326-41f8-aff2-a5fe7c2556fe	f92717327e20661b488f6bebe7463e7dfa7490be	550	1749.36875	8.4905	6769	True	0.029	6769	8.4615	6769	5153	12.108	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1043_ch_1680_strand.fast5	4ce1f3ff-8434-43c7-a983-d4a572057270	f92717327e20661b488f6bebe7463e7dfa7490be	1680	1690.9665	25.815	20596	True	0.069	20596	25.746	20596	14503	13.116	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2236_ch_2844_strand.fast5	5c493427-4c77-469e-b092-a0ea38247af7	f92717327e20661b488f6bebe7463e7dfa7490be	2844	1706.8935	1.70825	1361	True	0.00625	1361	1.702	1361	1011	10.648	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1036_ch_598_strand.fast5	5e51ceaa-e8c6-46fd-aea6-ae166c6c6b15	f92717327e20661b488f6bebe7463e7dfa7490be	598	1708.743	3.1695	2470	True	0.08125	2470	3.08825	2470	1842	9.459	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1495_ch_1963_strand.fast5	660669b9-dffe-4bc8-9f49-4bcd920244bc	f92717327e20661b488f6bebe7463e7dfa7490be	1963	1744.63775	6.8525	5482	False	0.0	5482	6.8525	5482	53	4.586	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1156_ch_1040_strand.fast5	6882c604-6a38-4aad-9859-f63f5cac22ed	f92717327e20661b488f6bebe7463e7dfa7490be	1040	1706.60225	1.338	977	True	0.11625	977	1.22175	977	774	13.853	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_921_ch_2329_strand.fast5	6c2f33dd-1c2b-437e-825f-11c0a5d754e0	f92717327e20661b488f6bebe7463e7dfa7490be	2329	1703.91775	2.41325	1826	True	0.13025	1826	2.283	1826	1402	9.895	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1264_ch_271_strand.fast5	77670cae-65b4-400a-ab82-5c8f3627074d	f92717327e20661b488f6bebe7463e7dfa7490be	271	1754.07575	2.38075	1853	True	0.06425	1853	2.3165	1853	1227	11.699	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1021_ch_2684_strand.fast5	7c675956-4752-4962-b081-eff5cb4582c6	f92717327e20661b488f6bebe7463e7dfa7490be	2684	1758.352	3.5765	2835	True	0.03275	2835	3.54375	2835	2122	12.839	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_852_ch_2218_strand.fast5	82b1a635-48e3-4910-a6b0-826c45577082	f92717327e20661b488f6bebe7463e7dfa7490be	2218	1751.67075	1.4955	1184	True	0.0155	1184	1.48	1184	826	10.537	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_892_ch_2438_strand.fast5	aa00704d-0a39-427d-bdab-d2f6a0be3985	f92717327e20661b488f6bebe7463e7dfa7490be	2438	1724.66425	23.807	19045	False	0.0	19045	23.807	19045	520	5.532	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1301_ch_1077_strand.fast5	b5183e8b-4ca3-4087-b42c-bde88287eda4	f92717327e20661b488f6bebe7463e7dfa7490be	1077	1720.692	1.30825	994	True	0.065	994	1.24325	994	709	9.685	-0.0023
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1081_ch_2953_strand.fast5	bab71318-97ec-4746-b3a5-f24626e8cd5c	f92717327e20661b488f6bebe7463e7dfa7490be	2953	1677.7	60.25125	48201	False	0.0	48201	60.25125	48201	1379	4.675	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_648_ch_629_strand.fast5	bf9da3cb-3d8f-4b12-8638-d4f765d01a13	f92717327e20661b488f6bebe7463e7dfa7490be	629	1698.00975	1.3355	1041	True	0.03325	1041	1.30225	1041	591	12.691	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_6427_ch_1114_strand.fast5	caa0d76b-cd9f-4f2a-8ad3-8581cb53a2b6	f92717327e20661b488f6bebe7463e7dfa7490be	1114	1732.8025	1.9295	1488	True	0.0695	1488	1.86	1488	1088	10.478	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_987_ch_665_strand.fast5	d34a3aed-5606-45a1-9993-c9e19d4775ff	f92717327e20661b488f6bebe7463e7dfa7490be	665	1692.16125	23.29975	18601	True	0.048	18601	23.25175	18601	14312	13.007	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1880_ch_1664_strand.fast5	fee70bef-9c7b-4613-8564-071f99b582e2	f92717327e20661b488f6bebe7463e7dfa7490be	1664	1730.6195	7.16325	5730	True	0.0	5730	7.16325	5730	4698	10.145	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1395_ch_56_strand.fast5	1344313a-4d7d-425e-ba15-82b7dac8dcc4	f92717327e20661b488f6bebe7463e7dfa7490be	56	1717.751	5.06	3983	True	0.08075	3983	4.97925	3983	2886	12.988	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_837_ch_958_strand.fast5	29fea8ba-ccb9-4d3a-b104-84543a9c6d76	f92717327e20661b488f6bebe7463e7dfa7490be	958	1724.46625	1.27675	1021	True	0.0	1021	1.27675	1021	633	9.985	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_786_ch_592_strand.fast5	2ec1a025-27bd-4653-bc28-362442fa699d	f92717327e20661b488f6bebe7463e7dfa7490be	592	1721.27	23.39475	18706	True	0.01125	18706	23.3835	18706	11032	13.286	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1039_ch_2812_strand.fast5	5043448c-2e29-45a5-b6cd-888230886b8f	f92717327e20661b488f6bebe7463e7dfa7490be	2812	1741.944	27.10325	21682	True	0.0	21682	27.10325	21682	10043	13.812	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1128_ch_946_strand.fast5	6743ccab-f560-4d0f-9ceb-4fed09250ed6	f92717327e20661b488f6bebe7463e7dfa7490be	946	1760.26625	2.42275	1938	True	0.0	1938	2.42275	1938	1437	10.772	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1271_ch_1333_strand.fast5	6816d560-3c93-4f7f-a1c6-8111ded8f236	f92717327e20661b488f6bebe7463e7dfa7490be	1333	1768.8595	1.51225	1182	True	0.0345	1182	1.47775	1182	870	12.132	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_796_ch_704_strand.fast5	6d3d3654-8de8-4284-b7d2-86ad293d15b9	f92717327e20661b488f6bebe7463e7dfa7490be	704	1698.922	1.7405	1361	True	0.039	1361	1.7015	1361	1109	10.69	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1094_ch_128_strand.fast5	6e30f322-4de6-42c2-9bd1-96ca83912f5f	f92717327e20661b488f6bebe7463e7dfa7490be	128	1719.16925	4.05675	3245	True	0.0	3245	4.05675	3245	2253	10.163	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1779_ch_1423_strand.fast5	7858452b-8814-4a16-bef2-50ae3a9cc734	f92717327e20661b488f6bebe7463e7dfa7490be	1423	1741.0735	2.922	2337	True	0.0	2337	2.922	2337	1626	9.953	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2604_ch_1708_strand.fast5	7ea0d470-04e0-41d6-9245-23ae2fc03bcb	f92717327e20661b488f6bebe7463e7dfa7490be	1708	1732.516	3.5385	2830	True	0.0	2830	3.5385	2830	1991	9.558	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1704_ch_1056_strand.fast5	851ece85-3abd-425e-bafb-435008ae5981	f92717327e20661b488f6bebe7463e7dfa7490be	1056	1757.41475	1.337	1069	True	0.0	1069	1.337	1069	633	8.441	-0.0022
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_736_ch_1799_strand.fast5	898eaade-3d2e-45a2-b6b3-e3dd825abe01	f92717327e20661b488f6bebe7463e7dfa7490be	1799	1766.75025	1.1045	825	True	0.07275	825	1.03175	825	573	8.877	-0.002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_946_ch_624_strand.fast5	939d5706-5920-4671-a5be-c855029a453f	f92717327e20661b488f6bebe7463e7dfa7490be	624	1705.19675	1.48525	1166	True	0.02675	1166	1.4585	1166	891	10.881	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_961_ch_434_strand.fast5	9b0e9fb9-19b7-412c-92b5-e806cc1a925f	f92717327e20661b488f6bebe7463e7dfa7490be	434	1725.7045	1.4825	1104	True	0.1015	1104	1.381	1104	807	11.806	-0.0016
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_894_ch_2551_strand.fast5	a181673a-fc4e-4230-8d7c-2a26bc8425fd	f92717327e20661b488f6bebe7463e7dfa7490be	2551	1758.445	4.0975	3278	True	0.0	3278	4.0975	3278	1860	10.821	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_3138_ch_1536_strand.fast5	a66392f3-5fc4-4303-b4bd-adcc5e7abc5c	f92717327e20661b488f6bebe7463e7dfa7490be	1536	1718.49875	7.282	5825	True	0.0	5825	7.282	5825	4089	9.959	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1219_ch_465_strand.fast5	c30c5284-fba7-4622-ab9d-2d526baba654	f92717327e20661b488f6bebe7463e7dfa7490be	465	1704.59	1.13625	865	True	0.0545	865	1.08175	865	639	13.156	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1097_ch_127_strand.fast5	c3547e6a-5a6b-4378-a01e-53fe3b21f1c3	f92717327e20661b488f6bebe7463e7dfa7490be	127	1739.37125	2.3705	1896	True	0.0	1896	2.3705	1896	1233	11.334	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1361_ch_2300_strand.fast5	c55919ba-e0d8-473e-916d-8bb0ff1d7cf6	f92717327e20661b488f6bebe7463e7dfa7490be	2300	1718.05	1.89375	1515	True	0.0	1515	1.89375	1515	1108	10.576	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1911_ch_489_strand.fast5	d4a44085-d00a-4c82-82a8-1a6ca1233ce5	f92717327e20661b488f6bebe7463e7dfa7490be	489	1732.8805	1.537	1219	True	0.0125	1219	1.5245	1219	877	12.563	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_879_ch_1706_strand.fast5	d522d26d-a555-41e4-88b7-3e5550d3d45a	f92717327e20661b488f6bebe7463e7dfa7490be	1706	1732.72325	3.73575	2988	True	0.0	2988	3.73575	2988	2181	10.807	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1015_ch_2344_strand.fast5	fe7b1376-f398-49b3-8496-6c1afbba7a70	f92717327e20661b488f6bebe7463e7dfa7490be	2344	1714.1965	10.772	8617	False	0.0	8617	10.772	8617	491	3.512	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_975_ch_1758_strand.fast5	ffba9d25-3c55-4446-866f-9a3c1a00fd90	f92717327e20661b488f6bebe7463e7dfa7490be	1758	1664.588	55.1045	44083	False	0.0	44083	55.1045	44083	1239	4.048	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_850_ch_1591_strand.fast5	1121a415-e896-4fbd-a99c-75e1ef9c9d50	f92717327e20661b488f6bebe7463e7dfa7490be	1591	1709.0345	8.07375	6265	False	0.24225	6265	7.8315	6265	108	4.65	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_787_ch_284_strand.fast5	32201c0f-2a4e-4620-b12d-cce4c0e810c1	f92717327e20661b488f6bebe7463e7dfa7490be	284	1767.80625	3.57775	2799	True	0.0785	2799	3.49925	2799	1924	12.392	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_818_ch_1826_strand.fast5	37401dde-956f-4457-ad9a-7744ee2860e5	f92717327e20661b488f6bebe7463e7dfa7490be	1826	1722.486	8.53	6802	True	0.02725	6802	8.50275	6802	5075	12.332	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1860_ch_1813_strand.fast5	38dc3ced-1acc-4bef-9d5a-2672de76f44d	f92717327e20661b488f6bebe7463e7dfa7490be	1813	1735.1415	8.05025	6440	False	0.0	6440	8.05025	6440	111	3.616	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1371_ch_2106_strand.fast5	3a9f51f9-6919-4c5b-aaa6-e560b6c9ccfc	f92717327e20661b488f6bebe7463e7dfa7490be	2106	1733.752	2.16425	1659	True	0.09	1659	2.07425	1659	1239	10.672	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_750_ch_2067_strand.fast5	3c002770-0da6-476c-a74c-150afabc2aea	f92717327e20661b488f6bebe7463e7dfa7490be	2067	1691.278	25.524	20419	True	0.0	20419	25.524	20419	14431	12.697	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1352_ch_188_strand.fast5	3f503f7c-c955-4637-8a6d-9c6a3d196e44	f92717327e20661b488f6bebe7463e7dfa7490be	188	1722.93025	1.7885	1364	True	0.083	1364	1.7055	1364	944	10.293	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_993_ch_1264_strand.fast5	452dd124-133f-4365-8ab2-a34bb1c3b2b2	f92717327e20661b488f6bebe7463e7dfa7490be	1264	1694.01875	12.01125	9589	True	0.024	9589	11.98725	9589	7490	13.507	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_3166_ch_460_strand.fast5	54b33a95-3f4b-413d-983d-c893fd414949	f92717327e20661b488f6bebe7463e7dfa7490be	460	1743.8665	4.56475	3623	True	0.036	3623	4.52875	3623	2661	11.103	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1145_ch_1966_strand.fast5	67f26e3e-00d6-45b8-8660-db43db0bee36	f92717327e20661b488f6bebe7463e7dfa7490be	1966	1681.11825	14.398	11313	True	0.2565	11313	14.1415	11313	8825	9.933	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1192_ch_1641_strand.fast5	6d8c6878-44e6-4810-bb87-c9e069632148	f92717327e20661b488f6bebe7463e7dfa7490be	1641	1728.024	18.57	14799	True	0.071	14799	18.499	14799	10804	13.294	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_811_ch_2381_strand.fast5	7a27fcee-040b-459e-9799-1160d65c8229	f92717327e20661b488f6bebe7463e7dfa7490be	2381	1712.048	2.69075	1974	True	0.223	1974	2.46775	1974	1214	12.54	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1739_ch_2080_strand.fast5	a8d251d1-f730-4367-8a56-857541a8c2f1	f92717327e20661b488f6bebe7463e7dfa7490be	2080	1718.17875	2.61475	2051	True	0.05	2051	2.56475	2051	1558	13.308	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1001_ch_616_strand.fast5	af61db88-1857-4503-82ea-645542d9c130	f92717327e20661b488f6bebe7463e7dfa7490be	616	1768.71825	1.36675	982	True	0.13925	982	1.2275	982	708	11.185	-0.0018
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1206_ch_2375_strand.fast5	b02aae54-c8e7-4b04-aa51-c39c55acca48	f92717327e20661b488f6bebe7463e7dfa7490be	2375	1766.24425	2.00825	1589	True	0.02125	1589	1.987	1589	1099	9.85	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1064_ch_1187_strand.fast5	c8cbd9ff-bb4b-4815-b4a1-e314d8e4e500	f92717327e20661b488f6bebe7463e7dfa7490be	1187	1762.03125	2.4285	1925	True	0.02125	1925	2.40725	1925	1472	9.486	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_907_ch_1359_strand.fast5	da80f53f-8cd1-46a7-aaf7-e8d3a8ca7ebc	f92717327e20661b488f6bebe7463e7dfa7490be	1359	1732.329	1.633	1289	True	0.02125	1289	1.61175	1289	944	9.695	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1662_ch_1806_strand.fast5	e73b96a6-7b71-4ca7-8aa7-432b9df96b82	f92717327e20661b488f6bebe7463e7dfa7490be	1806	1739.67525	2.12525	1668	True	0.04	1668	2.08525	1668	1190	10.139	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_857_ch_697_strand.fast5	ea4843d8-5517-4355-bfb0-0ca3c5bfbc68	f92717327e20661b488f6bebe7463e7dfa7490be	697	1727.56325	1.04775	787	True	0.063	787	0.98475	787	554	13.42	-0.002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1109_ch_731_strand.fast5	ea811e87-8e47-49e7-82ba-779387c8d06b	f92717327e20661b488f6bebe7463e7dfa7490be	731	1703.50125	1.044	835	True	0.0	835	1.044	835	601	9.405	-0.0024
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1856_ch_1120_strand.fast5	ec8e3c34-9202-482e-aad0-932c2ae18385	f92717327e20661b488f6bebe7463e7dfa7490be	1120	1725.452	2.43975	1815	False	0.17	1815	2.26975	1815	318	6.048	-0.0011
